,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
753,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,vergleich von â ?? ziegelbautenâ ?? mit â ?? holzbautenâ ?? in bezug auf den globalen und regionalen co 2 - bf damberger 1995.0,,,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['vergleich von â ?? ziegelbautenâ ?? mit â ?? holzbautenâ ?? in bezug auf den globalen und regionalen co 2 - bf damberger 1995.0', nan]",0.044207096099853516,0.9557929039001465,2
35,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"untersuchung zur ausgleichung durch minimieren der absolutsumme der verbesserungen [ study of h fuchs technical university of graz ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['untersuchung zur ausgleichung durch minimieren der absolutsumme der verbesserungen [ study of h fuchs technical university of graz ,', nan]",0.05604958534240723,0.9439504146575928,2
34,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"untersuchung zur ausgleichung durch minimieren der absolutsumme der verbesserungen [ study of h fuchs technical university of graz ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['untersuchung zur ausgleichung durch minimieren der absolutsumme der verbesserungen [ study of h fuchs technical university of graz ,', nan]",0.056049466133117676,0.9439505338668823,2
33,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"untersuchung zur ausgleichung durch minimieren der absolutsumme der verbesserungen [ study of h fuchs technical university of graz ,",,,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['untersuchung zur ausgleichung durch minimieren der absolutsumme der verbesserungen [ study of h fuchs technical university of graz ,', nan]",0.05015784502029419,0.9498421549797058,2
32,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"untersuchung zur ausgleichung durch minimieren der absolutsumme der verbesserungen [ study of h fuchs technical university of graz ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']","['untersuchung zur ausgleichung durch minimieren der absolutsumme der verbesserungen [ study of h fuchs technical university of graz ,']",0.05604958534240723,0.9439504146575928,2
754,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,vergleich von â ?? ziegelbautenâ ?? mit â ?? holzbautenâ ?? in bezug auf den globalen und regionalen co 2 - bf damberger 1995.0,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['vergleich von â ?? ziegelbautenâ ?? mit â ?? holzbautenâ ?? in bezug auf den globalen und regionalen co 2 - bf damberger 1995.0', nan]",0.05225825309753418,0.9477417469024658,2
27,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,stufengerechte beurteilung und optimierung der thermischen prozesssicherheit mittels dynamischer 1998.0,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['stufengerechte beurteilung und optimierung der thermischen prozesssicherheit mittels dynamischer 1998.0', nan]",0.055220961570739746,0.9447790384292603,2
26,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,stufengerechte beurteilung und optimierung der thermischen prozesssicherheit mittels dynamischer 1998.0,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['stufengerechte beurteilung und optimierung der thermischen prozesssicherheit mittels dynamischer 1998.0', nan]",0.055220961570739746,0.9447790384292603,2
25,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,stufengerechte beurteilung und optimierung der thermischen prozesssicherheit mittels dynamischer 1998.0,a keller,,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['stufengerechte beurteilung und optimierung der thermischen prozesssicherheit mittels dynamischer 1998.0', 'a keller']",0.04755479097366333,0.9524452090263367,2
24,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,stufengerechte beurteilung und optimierung der thermischen prozesssicherheit mittels dynamischer 1998.0,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']",['stufengerechte beurteilung und optimierung der thermischen prozesssicherheit mittels dynamischer 1998.0'],0.0552290678024292,0.9447709321975708,2
40,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,der sanfte weg . ã?sterreichs aufbruch ins solarzeitalter,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']",['der sanfte weg . ã?sterreichs aufbruch ins solarzeitalter'],0.0456773042678833,0.9543226957321167,2
755,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,vergleich von â ?? ziegelbautenâ ?? mit â ?? holzbautenâ ?? in bezug auf den globalen und regionalen co 2 - bf damberger 1995.0,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['vergleich von â ?? ziegelbautenâ ?? mit â ?? holzbautenâ ?? in bezug auf den globalen und regionalen co 2 - bf damberger 1995.0', nan]",0.05225825309753418,0.9477417469024658,2
18,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"eine neue methode zur erforschung der zugorientierung und die bisher damit erzielten ergebnisse g kramer proc . int . ornithol . congr ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['eine neue methode zur erforschung der zugorientierung und die bisher damit erzielten ergebnisse g kramer proc . int . ornithol . congr ,', nan]",0.06104844808578491,0.9389515519142151,2
17,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"eine neue methode zur erforschung der zugorientierung und die bisher damit erzielten ergebnisse g kramer proc . int . ornithol . congr ,",,,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['eine neue methode zur erforschung der zugorientierung und die bisher damit erzielten ergebnisse g kramer proc . int . ornithol . congr ,', nan]",0.04454559087753296,0.955454409122467,2
16,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"eine neue methode zur erforschung der zugorientierung und die bisher damit erzielten ergebnisse g kramer proc . int . ornithol . congr ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']","['eine neue methode zur erforschung der zugorientierung und die bisher damit erzielten ergebnisse g kramer proc . int . ornithol . congr ,']",0.06104844808578491,0.9389515519142151,2
11,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"krivanek 0 l and rudee ml 1973 phil . mag ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['krivanek 0 l and rudee ml 1973 phil . mag ,', nan]",0.053661346435546875,0.9463386535644531,2
10,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"krivanek 0 l and rudee ml 1973 phil . mag ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['krivanek 0 l and rudee ml 1973 phil . mag ,', nan]",0.053661346435546875,0.9463386535644531,2
9,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"krivanek 0 l and rudee ml 1973 phil . mag ,",a howie,,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['krivanek 0 l and rudee ml 1973 phil . mag ,', 'a howie']",0.08091169595718384,0.9190883040428162,2
8,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"krivanek 0 l and rudee ml 1973 phil . mag ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']","['krivanek 0 l and rudee ml 1973 phil . mag ,']",0.055172741413116455,0.9448272585868835,2
3,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,sã 1/4 chte und systeme k richelshagen,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['sã 1/4 chte und systeme k richelshagen', nan]",0.045422911643981934,0.9545770883560181,2
2,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,sã 1/4 chte und systeme k richelshagen,"m tresch , mh scholl , ibmar center , ca san jose","freiburg i. br ,",,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['sã 1/4 chte und systeme k richelshagen', 'freiburg i. br ,']",0.043203532695770264,0.9567964673042297,2
1,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,sã 1/4 chte und systeme k richelshagen,,,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['sã 1/4 chte und systeme k richelshagen', nan]",0.03755199909210205,0.962448000907898,2
19,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"eine neue methode zur erforschung der zugorientierung und die bisher damit erzielten ergebnisse g kramer proc . int . ornithol . congr ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['eine neue methode zur erforschung der zugorientierung und die bisher damit erzielten ergebnisse g kramer proc . int . ornithol . congr ,', nan]",0.06104844808578491,0.9389515519142151,2
89,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"erfassung der waldflã $ che in der schweiz mit multispektralen satellitenbilddaten : grundlagen , tw kellenberger 1996.0",,,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['erfassung der waldflã $ che in der schweiz mit multispektralen satellitenbilddaten : grundlagen , tw kellenberger 1996.0', nan]",0.07211101055145264,0.9278889894485474,2
